Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2020,Spring,2020-sp,HIST,100,Global History,DIS,15,2,0,1,0,2,1,0,0,0,0,0,2,0,"Liu, Lingyan"
2020,Spring,2020-sp,HIST,100,Global History,DIS,13,3,2,1,1,0,0,0,0,0,0,0,2,0,"Liu, Lingyan"
2020,Spring,2020-sp,HIST,100,Global History,DIS,13,5,2,0,0,0,1,0,0,0,0,0,1,0,"Tiglay, Fatma Pelin"
2020,Spring,2020-sp,HIST,100,Global History,LCD,7,8,0,2,5,1,1,4,0,0,0,0,3,0,"Chmiel, Agata A"
2020,Spring,2020-sp,HIST,105,Latin America to Independence,LCD,1,16,11,3,1,0,0,0,0,0,0,0,0,0,"Brosseder, Claudia R"
2020,Spring,2020-sp,HIST,120,East Asian Civilizations,DIS,3,3,9,5,1,0,0,0,0,0,0,0,0,0,"Li, Hanping"
2020,Spring,2020-sp,HIST,120,East Asian Civilizations,DIS,0,8,5,4,4,0,1,0,0,0,0,0,0,0,"Li, Hanping"
2020,Spring,2020-sp,HIST,142,Western Civ Since 1660,DIS,0,10,9,2,0,0,0,0,0,0,0,0,1,0,"Kastengren, Stetson M"
2020,Spring,2020-sp,HIST,171,US History to 1877,LCD,4,7,9,6,1,1,2,0,0,0,0,0,1,0,"Henderson, Sandra L"
2020,Spring,2020-sp,HIST,172,US History Since 1877,DIS,12,6,2,2,1,0,0,0,0,0,0,0,0,0,"Vaughn, Taryn K"
2020,Spring,2020-sp,HIST,172,US History Since 1877,DIS,12,8,2,0,1,0,0,0,0,0,0,0,0,0,"Vaughn, Taryn K"
2020,Spring,2020-sp,HIST,172,US History Since 1877,DIS,11,7,2,0,1,0,0,0,2,0,0,0,0,0,"Vaughn, Taryn K"
2020,Spring,2020-sp,HIST,172,US History Since 1877,LCD,0,19,7,3,0,1,1,0,0,0,0,0,2,0,"Toller-Clark, Ian"
2020,Spring,2020-sp,HIST,213,African Muslim Societies,LCD,5,8,6,7,3,2,0,0,0,0,0,1,0,0,"Nobili, Mauro"
2020,Spring,2020-sp,HIST,220,Traditional China,LCD,2,5,7,9,4,3,5,3,1,1,0,0,0,0,"Chow, Kai-Wing"
2020,Spring,2020-sp,HIST,227,Modern Japanese History,LCD,0,15,1,5,6,3,1,2,1,0,0,0,1,0,"Wilson, Roderick I"
2020,Spring,2020-sp,HIST,236,Madness and Modern Society,LCD,1,4,24,12,4,1,0,1,0,0,1,0,0,0,"Chettiar, Teri A"
2020,Spring,2020-sp,HIST,241,History of Ancient Rome,LEC,19,34,0,17,1,0,4,7,0,2,0,0,0,0,"Mathisen, Ralph W"
2020,Spring,2020-sp,HIST,245,"Wives, Workers and Witches",LEC,0,1,16,4,0,1,0,0,0,0,0,0,0,0,"Koslofsky, Craig M"
2020,Spring,2020-sp,HIST,251,Warfare Milit Insts & Soc,LCD,1,3,3,3,6,7,4,2,2,0,2,0,0,0,"Lynn, John A"
2020,Spring,2020-sp,HIST,258,20thC World to Midcentury,LCD,7,6,5,0,2,0,0,1,0,0,0,0,7,0,"Adamo, Elizabeth L"
2020,Spring,2020-sp,HIST,259,20thC World from Midcentury,LCD,14,9,2,2,3,0,0,0,3,0,0,0,0,0,"Ito, Koji"
2020,Spring,2020-sp,HIST,262,Zionism: A Global History,ONL,38,18,14,3,2,1,2,9,0,1,0,1,9,0,"Avrutin, Eugene M"
2020,Spring,2020-sp,HIST,263,US History of Medicine,LCD,0,16,18,5,1,0,0,0,0,0,0,0,0,0,"Reagan, Leslie J"
2020,Spring,2020-sp,HIST,265,Science in Western Culture,LCD,0,5,6,12,5,3,3,1,1,0,0,0,2,0,"Sepkoski, David C"
2020,Spring,2020-sp,HIST,275,Afro-American History to 1877,LCD,0,24,8,3,2,0,0,2,0,0,0,0,0,0,"Hogarth, Rana"
2020,Spring,2020-sp,HIST,281,Constructing Race in America,DIS,0,13,4,2,1,0,0,0,0,0,0,0,1,0,"Kelley, Kurtis J"
2020,Spring,2020-sp,HIST,300,Topics in Film and History,LCD,2,8,8,10,3,0,1,0,0,0,2,0,0,0,"Fu, Poshek"
2020,Spring,2020-sp,HIST,312,Immigrant America,LCD,2,8,1,2,17,0,0,0,0,0,0,0,0,0,"Espiritu, Augusto F"
2020,Spring,2020-sp,HIST,337,Middle East Since World War I,LCD,3,11,8,8,2,2,0,0,0,0,0,0,0,0,"Maggid Alon, Liat"
2020,Spring,2020-sp,HIST,348,Early Euro Absolut & Expansion,LCD,0,4,9,4,2,1,1,1,0,0,0,0,0,0,"Koslofsky, Craig M"
2020,Spring,2020-sp,HIST,356,Modern Balkans thru Lit & Film,LCD,1,15,3,1,2,1,2,1,0,0,0,0,0,0,"Todorova, Maria N"
2020,Spring,2020-sp,HIST,357,Modern France,LCD,2,0,11,6,6,0,1,0,0,0,0,0,1,0,"Chaplin, Tamara E"
2020,Spring,2020-sp,HIST,361,Euro Thght & Soc Since 1789,LCD,0,16,6,2,0,2,0,0,0,0,0,0,1,0,"Allen, Ryan"
2020,Spring,2020-sp,HIST,390,Sport and Society,LCD,0,15,11,3,1,1,1,0,0,0,0,0,1,0,"Burgos, Adrian"
2020,Spring,2020-sp,HORT,100,Introduction to Horticulture,ONL,18,34,16,11,18,10,2,7,3,0,1,0,4,0,"Taylor, Andrea F"
2020,Spring,2020-sp,HORT,105,Vegetable Gardening,LEC,53,18,7,1,11,2,1,3,0,0,0,0,2,0,"Mason, Sandra L"
2020,Spring,2020-sp,HORT,180,Medicinal Plants and Herbology,LCD,13,4,0,2,1,0,0,0,0,1,0,0,2,0,"Riggins, Chance"
2020,Spring,2020-sp,HORT,430,Children and Nature,ONL,24,23,9,6,3,2,3,2,0,1,2,0,3,0,"Taylor, Andrea F"
2020,Spring,2020-sp,HRD,411,Instruct & Train System Design,ONL,0,38,5,5,0,1,1,1,0,0,0,0,4,0,"Oh, Eunjung"
2020,Spring,2020-sp,HRD,540,Learning on the Job,ONL,0,16,9,7,1,1,0,0,0,0,0,0,0,0,"Jacobs, Ronald L"
2020,Spring,2020-sp,HRD,572,e-Learning Ecologies,ONL,23,8,2,2,0,0,0,0,0,0,0,0,0,0,"Cope, William"
2020,Spring,2020-sp,HRD,585,Program Evaluation,ONL,51,7,1,1,0,0,2,0,0,0,0,0,0,0,"Huang, Wen-Hao"
2020,Spring,2020-sp,IB,100,Biology in Today's World,OLC,54,32,3,4,3,2,1,3,3,1,1,0,7,0,"Yang, Wendy"
2020,Spring,2020-sp,IB,103,Introduction to Plant Biology,LEC,6,29,0,19,30,0,10,2,0,4,0,0,1,0,"Ming, Ray R"
2020,Spring,2020-sp,IB,105,Environmental Biology,OLC,70,20,6,2,7,4,4,3,1,0,0,0,6,1,"Eddy, William C"
2020,Spring,2020-sp,IB,108,The Biology of Dinosaurs,OLC,13,6,15,11,5,1,3,0,3,1,1,0,0,0,"Manaster, Joanne L"
2020,Spring,2020-sp,IB,150,Organismal & Evolutionary Biol,LEC,20,110,47,36,42,23,23,32,11,1,5,5,12,2,"Clegg, Benjamin F"
2020,Spring,2020-sp,IB,150,Organismal & Evolutionary Biol,LEC,2,14,11,5,11,6,5,5,3,2,3,0,1,0,"Clegg, Benjamin F"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,0,10,6,0,4,0,1,0,0,0,0,0,0,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,4,8,3,1,3,0,1,0,1,0,1,0,0,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,1,13,6,1,1,0,0,0,0,0,0,0,1,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,0,7,2,4,4,1,2,1,0,0,0,0,1,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,2,13,4,2,0,0,0,1,0,0,0,1,0,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,5,11,5,1,0,0,0,1,1,0,0,0,0,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,4,8,7,1,1,0,0,0,0,0,0,0,1,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,151,Organismal & Evol Biol Lab,LAB,0,9,5,4,5,0,0,0,0,0,0,0,1,0,"Whitfield, James B"
2020,Spring,2020-sp,IB,202,Physiology,LEC,38,101,0,0,15,0,0,2,0,0,1,0,0,0,"Hauber, Mark E"
2020,Spring,2020-sp,IB,271,Organismal Biology,LEC,8,12,0,1,0,0,0,0,0,0,0,0,0,0,"Cheng-De Vries, Chi-Hing"
2020,Spring,2020-sp,IB,299,Biology of Sex,OLC,23,8,0,1,1,0,0,1,0,0,0,0,0,0,"Hauber, Mark E"
2020,Spring,2020-sp,IB,302,Evolution,LEC,1,40,10,22,32,3,13,13,2,0,0,0,0,0,"Catchen, Julian M"
2020,Spring,2020-sp,IB,329,Animal Behavior,LEC,0,190,0,0,53,0,0,7,0,0,4,0,0,0,"Suarez, Andrew"
2020,Spring,2020-sp,IB,335,Plant Systematics,LEC,5,15,0,3,10,0,2,2,0,0,1,0,1,0,"Downie, Stephen R"
2020,Spring,2020-sp,IB,361,Ecology and Human Health,LEC,35,79,22,10,4,1,0,0,0,0,0,0,1,0,"Allan, Brian F"
2020,Spring,2020-sp,IB,420,Plant Physiology,LEC,0,15,0,3,7,1,0,0,0,0,0,0,0,0,"Bernacchi, Carl"
2020,Spring,2020-sp,IB,435,Critical Eval Herbal Remedies,LCD,0,36,0,0,4,0,0,0,0,0,0,0,0,0,"Berenbaum, May R"
2020,Spring,2020-sp,IB,451,Conservation Biology,LEC,8,16,9,9,8,4,1,0,0,1,1,0,0,0,"Harmon-Threatt, Alexandra"
2020,Spring,2020-sp,IE,300,Analysis of Data,LEC,20,24,9,3,2,2,0,0,0,0,0,0,0,0,"He, Niao"
2020,Spring,2020-sp,IE,300,Analysis of Data,LEC,6,3,9,5,7,5,6,8,2,4,4,4,0,0,"King, Douglas M"
2020,Spring,2020-sp,IE,310,Determin Models in Optmzation,LCD,6,34,16,13,5,5,5,9,4,1,1,1,1,0,"Sun, Ruoyu"
2020,Spring,2020-sp,IE,330,Industrial Quality Control,LCD,1,3,3,3,3,5,1,0,1,0,0,2,0,0,"King, Douglas M"
2020,Spring,2020-sp,IE,340,Human Factors,LEC,10,35,0,0,8,0,0,4,0,0,0,0,0,0,"Wooldridge, Abigail"
2020,Spring,2020-sp,IE,361,Production Planning & Control,LCD,3,23,35,9,7,0,0,0,0,0,0,0,0,0,"Wang, Qiong"
2020,Spring,2020-sp,IE,370,Stochastic Processes & Applic,LEC,1,10,17,9,13,6,1,3,2,2,4,1,0,0,"Stolyar, Aleksandr"
2020,Spring,2020-sp,IE,398,Simulation,LCD,0,9,12,12,11,7,7,6,7,1,3,0,2,0,"Vogiatzis, Chrysafis"
2020,Spring,2020-sp,IE,420,Financial Engineering,LCD,7,5,7,4,11,6,11,2,0,0,1,0,0,0,"Feng, Liming"
2020,Spring,2020-sp,IE,431,Design for Six Sigma,LCD,0,9,4,7,8,2,0,0,0,0,0,0,0,0,"Kim, Harrison H"
2020,Spring,2020-sp,IE,498,Deep Learning,LEC,14,19,2,0,1,0,0,0,0,0,0,0,0,0,"Sirignano, Justin A"
2020,Spring,2020-sp,IE,511,Integer Programming,LCD,3,11,8,1,1,0,0,0,0,0,0,0,0,0,"Etesami, Seyed Rasoul"
2020,Spring,2020-sp,IE,525,Numerical Methods in Finance,LCD,3,19,9,8,6,6,0,1,0,0,0,0,0,0,"Chronopoulou, Alexandra"
2020,Spring,2020-sp,IE,526,Stochastic Calculus in Finance,LCD,1,17,8,10,7,5,0,1,0,0,0,0,0,0,"Sowers, Richard B"
2020,Spring,2020-sp,IHLT,102,Survey of Interdisc Health,LCD,25,9,6,2,2,0,1,0,0,0,0,0,3,0,"DiFilippo, Kristen N"
2020,Spring,2020-sp,IHLT,232,Health Disparities in the U.S.,LCD,13,24,5,2,0,1,0,1,0,0,0,0,0,0,"Bobitt, Julie L"
2020,Spring,2020-sp,IHLT,375,Interdis Collab in Health Serv,LEC,9,9,1,0,1,0,0,0,1,0,0,0,0,0,"Bobitt, Julie L"
2020,Spring,2020-sp,IHLT,375,Interdis Collab in Health Serv,LEC,13,14,2,0,1,1,0,1,1,0,0,0,1,0,"DiFilippo, Kristen N"
2020,Spring,2020-sp,IHLT,474,Pre-Field Experience in Health,LCD,0,21,0,0,2,0,0,0,0,0,0,0,1,0,"DiFilippo, Kristen N"
2020,Spring,2020-sp,IHLT,475,Field Experience in i-Health,LCD,0,32,0,0,0,0,0,0,0,0,1,0,0,0,"Frasca, Elizabeth A"
2020,Spring,2020-sp,IHLT,475,Field Experience in i-Health,LCD,0,27,0,0,1,0,0,0,0,0,1,0,0,0,"DiFilippo, Kristen N"
2020,Spring,2020-sp,INFO,102,Little Bits to Big Ideas,LEC,0,102,11,21,26,10,3,3,1,0,0,0,0,0,"Hopping, David E"
2020,Spring,2020-sp,INFO,202,Social Aspects Info Tech,LCD,0,46,14,16,10,6,5,4,3,0,1,0,3,0,"Knox, Emily J"
2020,Spring,2020-sp,INFO,202,Social Aspects Info Tech,LCD,6,26,5,1,4,1,3,0,1,1,1,1,3,0,"Kendall, Lori S"
2020,Spring,2020-sp,INFO,403,Top Down Video Game Design,LBD,11,14,0,1,1,0,0,0,0,0,0,0,0,0,"Cermak, Daniel"
2020,Spring,2020-sp,INFO,490,The Video Game Dev Process,LBD,0,12,8,0,1,1,0,0,0,0,0,0,0,0,"Cermak, Daniel"
2020,Spring,2020-sp,INFO,490,Intro to Prog for Data Science,ONL,0,164,20,3,3,0,3,3,1,1,3,1,6,0,"Haberman, Michael"
2020,Spring,2020-sp,IS,418,Community Engagement,ONL,2,12,2,0,2,1,0,1,1,0,0,0,0,0,"Wolske, Martin B"
2020,Spring,2020-sp,IS,452,Foundations Info Processing,ONL,0,26,0,1,3,0,1,1,0,0,0,0,0,0,"Wickes, Elizabeth D"
2020,Spring,2020-sp,IS,455,Database Design & Prototyping,ONL,2,16,3,1,0,0,0,1,0,0,0,0,1,0,"Trainor, Kevin"
2020,Spring,2020-sp,IS,490,Teen Library Programs,ONL,11,11,2,0,0,0,0,1,0,0,0,0,0,0,"Magee, Rachel M"
2020,Spring,2020-sp,IS,502,Libraries Info and Society,ONL,0,45,3,3,0,0,0,0,0,0,0,0,0,0,"Choi, Inkyung"
2020,Spring,2020-sp,IS,502,Libraries Info and Society,ONL,0,23,2,0,1,1,0,0,0,0,0,0,0,0,"Martaus, Alaine"
2020,Spring,2020-sp,IS,504,Reference and Info Services,LCD,1,16,2,1,3,1,0,0,0,0,0,0,0,0,"Woodard, Beth S"
2020,Spring,2020-sp,IS,504,Reference and Info Services,ONL,0,25,1,1,1,0,0,0,0,0,0,0,0,0,"Holba Puacz, Jeanne T"
2020,Spring,2020-sp,IS,504,Reference and Info Services,ONL,15,12,0,0,1,0,0,0,0,0,0,0,1,0,"Hensley, Merinda K"
2020,Spring,2020-sp,IS,505,Adm Mgt of Libs Info Centers,ONL,0,21,1,2,0,0,0,0,0,0,0,0,0,0,"Alvarez, Barbara A"
2020,Spring,2020-sp,IS,506,Youth Services Librarianship,ONL,11,15,0,0,1,0,0,0,0,0,0,0,0,0,"Ohms, Ann M"
2020,Spring,2020-sp,IS,508,Collection Development,ONL,14,12,0,0,0,0,0,0,0,0,0,0,1,0,"Barnhart, Anne C"
2020,Spring,2020-sp,IS,508,Collection Development,ONL,0,29,0,0,1,1,0,0,0,0,0,0,0,0,"Holba Puacz, Jeanne T"
2020,Spring,2020-sp,IS,515,Media Literacy for Youth,ONL,19,6,1,0,1,1,0,0,0,0,0,0,0,0,"Mattson, Kristen M"
2020,Spring,2020-sp,IS,516,School Library Media Center,ONL,0,23,0,0,0,0,0,0,0,0,0,0,1,0,"Shasteen, Ruth H"
2020,Spring,2020-sp,IS,525,Government Information,ONL,1,8,10,1,1,0,0,0,0,0,0,0,0,0,"Matheson, Scott A"
2020,Spring,2020-sp,IS,532,Theory & Pract Data Cleaning,LCD,9,18,1,1,1,1,0,0,0,0,0,0,0,0,"Ludaescher, Bertram"
2020,Spring,2020-sp,IS,543,Sociotechnical Info Systems,LCD,4,10,8,0,3,5,0,1,0,0,0,0,0,0,"Darch, Peter T"
2020,Spring,2020-sp,IS,543,Sociotechnical Info Systems,LCD,3,15,10,1,0,0,0,0,0,0,0,0,0,0,"Chin, Jessie"
2020,Spring,2020-sp,IS,561,Information Modeling,LCD,0,24,10,1,0,0,0,0,0,0,0,0,0,0,"Kilicoglu, Halil"
2020,Spring,2020-sp,IS,561,Information Modeling,LCD,0,3,15,3,1,0,0,0,0,0,0,0,0,0,"Kilicoglu, Halil"
2020,Spring,2020-sp,IS,581,Adm and Use Archival Materials,ONL,2,24,0,0,0,0,0,0,0,0,0,0,1,0,"Salrin, Melissa M"
2020,Spring,2020-sp,IS,590,Comics: Advising Readers,ONL,8,8,7,0,0,0,0,3,0,0,0,0,0,0,"Tilley, Carol L"
2020,Spring,2020-sp,IS,590,Data Mining,LBD,13,9,2,2,0,0,0,0,0,0,0,0,0,0,"He, Jing Rui"
2020,Spring,2020-sp,IS,590,Data Visualization,LCD,0,30,2,0,1,0,1,0,0,0,0,0,0,0,"Naiman, Jill P"
2020,Spring,2020-sp,IS,590,E-Learning,ONL,22,1,0,0,1,0,0,2,0,0,0,0,0,0,"Wong, Melissa A"
2020,Spring,2020-sp,IS,590,Public Librarianship,ONL,0,24,0,0,0,0,0,0,1,0,0,0,0,0,"Holba Puacz, Jeanne T"
2020,Spring,2020-sp,IS,590,Progr Analytics & Data Process,LCD,0,30,6,3,1,0,0,1,0,0,0,0,0,0,"Weible, John D"
2020,Spring,2020-sp,JOUR,200,Introduction to Journalism,ONL,25,63,34,15,12,4,3,3,1,0,0,0,3,0,"Follis, Jennifer E"
2020,Spring,2020-sp,JOUR,200,Introduction to Journalism,ONL,5,11,4,3,1,0,0,0,0,0,0,0,0,0,"Follis, Jennifer E"
2020,Spring,2020-sp,JOUR,215,Multimedia Reporting,LEC,5,6,8,2,2,0,2,0,1,0,0,1,2,0,"Johnson, Brian K"
2020,Spring,2020-sp,JOUR,250,Journalism Ethics & Diversity,LCD,1,20,8,0,3,0,1,0,0,0,1,0,0,0,"Craft, Stephanie L"
2020,Spring,2020-sp,JOUR,311,Media Law,LCD,4,20,11,10,1,1,0,0,0,0,0,0,0,0,"Holden, Benjamin A"
2020,Spring,2020-sp,JOUR,361,Readings in Sports Journalism,LCD,0,20,3,1,0,0,0,0,0,1,0,0,0,0,"Lewis, Jonothan B"
2020,Spring,2020-sp,JOUR,460,Broadcast Meteorology,ONL,0,11,1,6,6,0,0,3,0,0,1,0,1,0,"Kieser, Edward A"
2020,Spring,2020-sp,KIN,100,Development Activities,LAB,0,22,0,0,1,0,0,2,0,0,0,0,0,0,"Qin, Xiong"
2020,Spring,2020-sp,KIN,102,Individual and Dual Activities,LAB,0,27,0,0,5,0,0,4,0,0,0,0,0,0,"Malloy, Nicole J"
2020,Spring,2020-sp,KIN,103,Indoor Court Activities,LAB,0,27,0,0,0,0,0,0,0,0,1,0,0,0,"Wei, Mengyi"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,26,0,0,4,0,0,2,0,0,1,0,3,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,38,0,0,5,0,0,1,0,0,0,0,0,1,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,27,0,0,4,0,0,1,0,0,0,0,0,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,27,0,0,3,0,0,2,0,0,0,0,2,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,18,0,0,1,0,0,0,0,0,1,0,2,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,27,0,0,10,0,0,1,0,0,1,0,3,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,24,0,0,4,0,0,2,0,0,1,0,2,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,21,0,0,5,0,0,3,0,0,1,0,7,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,30,0,0,4,0,0,3,0,0,2,0,2,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,40,0,0,3,0,0,1,0,0,0,0,0,1,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,23,0,0,4,0,0,1,0,0,0,0,0,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,19,0,0,8,0,0,1,0,0,1,0,0,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,104,Skating Activities,LAB,0,41,0,0,5,0,0,1,0,0,0,0,0,0,"Biernacki, Rebecca L"
2020,Spring,2020-sp,KIN,107,Aquatic Sport Activities,LAB,14,3,0,1,2,0,0,0,0,0,0,0,1,0,"Rivera Maza, Andrea M"
2020,Spring,2020-sp,KIN,107,Aquatic Sport Activities,LAB,25,3,0,0,0,0,0,0,0,0,0,0,1,0,"Rivera Maza, Andrea M"
2020,Spring,2020-sp,KIN,109,Team Sport Activities,LAB,17,2,0,0,2,0,0,1,0,0,0,0,0,0,"Shelley, Susan"
2020,Spring,2020-sp,KIN,109,Team Sport Activities,LAB,0,28,0,0,1,0,0,0,0,0,0,0,0,0,"Nichol, Alexander D"
2020,Spring,2020-sp,KIN,122,Physical Activity and Health,LEC,14,8,10,8,2,7,6,2,3,0,0,1,0,0,"Richards, Alicia"
2020,Spring,2020-sp,KIN,122,Physical Activity and Health,ONL,117,184,148,67,43,30,15,13,9,1,4,1,23,0,"Richards, Alicia"
2020,Spring,2020-sp,KIN,125,Orientation KIN & Comm Health,DIS,0,67,0,0,13,0,0,4,0,0,1,0,1,0,"O'Neill, Amy"
2020,Spring,2020-sp,KIN,140,Social Sci of Human Movement,LEC,0,64,0,0,37,0,0,10,0,0,0,0,1,0,"Aguinaga, Susan"
2020,Spring,2020-sp,KIN,142,Contemporary Issues in Sport,ONL,0,506,0,0,92,0,0,24,0,0,8,0,29,0,"Sydnor, Synthia"
2020,Spring,2020-sp,KIN,150,Bioscience of Human Movement,LEC,0,49,0,0,40,0,0,14,0,0,4,0,0,0,"Boppart, Marni"
2020,Spring,2020-sp,KIN,199,Undergraduate Open Seminar,ONL,0,19,1,0,1,0,0,0,0,0,0,0,0,0,"O'Connor, Jamie A"
2020,Spring,2020-sp,KIN,201,Phys Activity Research Methods,LCD,31,22,13,5,4,8,4,5,3,0,0,0,2,0,"Gothe, Neha P"
2020,Spring,2020-sp,KIN,247,Intro to Sport Psychology,ONL,453,127,30,17,27,5,4,6,1,0,3,0,15,0,"Adamek, John F"
2020,Spring,2020-sp,KIN,249,Sport & Modern Society,LEC,4,4,3,2,2,1,1,0,1,0,0,1,3,0,"Richards, Alicia"
2020,Spring,2020-sp,KIN,249,Sport & Modern Society,ONL,400,90,43,27,26,13,4,5,4,6,1,1,20,0,"Haugen, Matthew B"
2020,Spring,2020-sp,KIN,249,Sport & Modern Society,ONL,275,158,42,30,11,5,2,3,2,2,0,0,0,0,"Haugen, Matthew B"
2020,Spring,2020-sp,KIN,259,Motor Development and Control,LEC,8,32,20,11,2,4,0,2,1,0,0,0,0,0,"Lopez-Ortiz, Citlali"
2020,Spring,2020-sp,KIN,262,"Motor Develop, Growth & Form",LEC,1,11,4,1,3,3,2,0,0,0,0,0,0,0,"Carlson, Kristin N"
2020,Spring,2020-sp,KIN,268,Children's Movement,LEC,6,17,9,1,8,4,0,1,1,0,1,0,1,0,"Pennington, Shannon A"
2020,Spring,2020-sp,KIN,340,Soc & Psych of Phys Activity,LEC,0,79,24,17,4,3,4,4,1,0,0,0,0,0,"Petruzzello, Steven J"
2020,Spring,2020-sp,KIN,352,Bioenergetics of Movement,LEC,0,57,0,0,41,0,0,12,0,0,2,0,1,0,"Burd, Nicholas A"
2020,Spring,2020-sp,KIN,355,Biomechanics of Human Movement,LEC,14,22,10,5,10,4,2,1,1,0,0,0,0,0,"Rice, Ian M"
2020,Spring,2020-sp,KIN,369,Coaching Strategies,LEC,16,6,0,0,1,0,0,1,0,0,0,0,0,0,"Shelley, Susan"
2020,Spring,2020-sp,KIN,401,Measure & Eval in Kinesiology,ONL,0,78,15,18,5,8,0,1,0,0,0,0,4,0,"Zhu, Weimo"
2020,Spring,2020-sp,KIN,448,Exercise & Health Psychology,LEC,0,18,7,2,5,0,1,4,0,0,1,0,0,0,"Gothe, Neha P"
2020,Spring,2020-sp,KIN,452,Clin & Applied Ex Physiology,LCD,5,18,1,1,2,0,0,0,0,0,0,0,0,0,"Konopka, Adam R"
2020,Spring,2020-sp,KIN,494,"Food, Health & Wellness",LCD,0,43,0,0,4,0,0,0,0,0,0,0,0,0,"Khan, Naiman A"
2020,Spring,2020-sp,KIN,494,Physiology of High Performance,LCD,8,11,0,1,3,0,0,0,0,0,0,0,0,0,"Harris, Alana"
2020,Spring,2020-sp,LA,234,Site Design Studio,LBD,21,0,0,0,1,0,0,1,0,0,0,0,0,0,"O'Shea, Conor E"
2020,Spring,2020-sp,LA,241,Landform Design & Construction,LBD,1,4,9,6,1,1,2,0,0,0,1,0,1,0,"Kesler, Gary B"
2020,Spring,2020-sp,LA,281,Design Communications II,LBD,1,5,6,4,2,3,0,0,1,0,0,0,0,0,"Reschke, Craig M"
2020,Spring,2020-sp,LA,343,Landscape Construction,LBD,3,1,8,3,2,0,3,1,1,0,1,0,1,0,"Dharwadker, Aneesha"
2020,Spring,2020-sp,LA,446,Sustainable Planning Seminar,LEC,0,20,4,0,1,0,0,0,0,0,0,0,0,0,"Deal, Brian M"
2020,Spring,2020-sp,LA,480,Sustainable Design Principles,ONL,2,8,11,7,6,7,2,0,1,0,0,0,0,0,"Deal, Brian M"
2020,Spring,2020-sp,LAS,102,Transfer Advantage,LCD,19,1,3,2,0,0,0,0,0,0,1,0,0,0,"Soranso, Murillo S"
2020,Spring,2020-sp,LAS,399,Leadership & Prof Development,DIS,21,0,0,0,0,0,0,0,0,0,0,0,1,0,"Soranso, Murillo S"
2020,Spring,2020-sp,LAST,170,Introduction to Latin America,DIS,0,7,5,3,3,0,3,1,0,0,0,0,1,0,"Lule, Liliana I"
2020,Spring,2020-sp,LAST,170,Introduction to Latin America,DIS,1,7,4,2,3,3,1,1,1,0,0,0,0,0,"Lule, Liliana I"
2020,Spring,2020-sp,LAW,303,Living the Law,LEC,12,11,3,3,1,0,0,0,0,0,0,0,0,0,"Pahre, Jennifer N"
2020,Spring,2020-sp,LAW,501,Professional Resp (GRAD),LEC,0,14,0,0,17,0,0,0,0,0,0,0,0,0,"Kordik, Ellen R"
2020,Spring,2020-sp,LAW,601,Contracts,LCD,0,9,0,0,21,0,0,0,0,0,0,0,0,0,"Brubaker, Ralph E"
2020,Spring,2020-sp,LAW,607,Civil Procedure,LCD,0,14,0,0,10,0,0,0,0,0,0,0,0,0,"Kordik, Ellen R"
2020,Spring,2020-sp,LAW,654,International Trade Policy,LEC,0,18,0,0,7,0,0,0,0,0,0,0,0,0,"Davey, William J"
2020,Spring,2020-sp,LAW,794,Mergers & Acquisitions,LCD,0,12,0,0,31,0,0,0,0,0,0,0,0,0,"Aviram, Amitai"
